NIST-Beta,R-Beta,Julia-Beta,NIST-SE,R-SE,Julia-SE,NIST-RSD,R-RSD,Julia-RSD,NIST-RSquare,R-RSquare,Julia-RSquare
2.074380165,2.074380165,2.074380165,1.65E-02,0.016528926,0.016528926,3.56753034,3.56753034,3.56753034,0.999365492,0.999365492,-0.157024793
