NIST-Beta,R-Beta,Julia-Beta,NIST-SE,R-SE,Julia-SE,NIST-RSD,R-RSD,Julia-RSD,NIST-RSquare,R-RSquare,Julia-RSquare
0.727272727,0.727272727,0.727272727,4.21E-02,0.042082732,0.042082732,0.369274473,0.369274473,0.369274473,0.993348115,0.993348115,0.590909091
