NIST-Beta,R-Beta,Julia-Beta,NIST-SE,R-SE,Julia-SE,NIST-RSD,R-RSD,Julia-RSD,NIST-RSquare,R-RSquare,Julia-RSquare
1,1,1.000000096,0,9.42E-11,5.85E-08,0,1.03E-10,6.42E-08,1,1,1
1,1,0.999999791,0,1.03E-10,6.43E-08,,,,,,
1,1,1.000000079,0,3.41E-11,2.12E-08,,,,,,
1,1,0.999999989,0,4.44E-12,2.76E-09,,,,,,
1,1,1.000000001,0,2.47E-13,1.54E-10,,,,,,
1,1,1,0,4.92E-15,3.05E-12,,,,,,
